id,target
17679,1
30867,0
7906,0
19525,0
50378,3
57961,17
58115,6
20833,1
39122,3
41038,4
58327,11
14008,0
44778,1
36358,21
14834,12
8340,0
19717,0
55438,14
27018,3
31941,1
7308,0
28050,5
48989,6
59691,5
58743,0
5807,0
13649,1
34857,1
22932,4
8724,0
35985,0
47599,1
28434,4
55860,18
19141,9
49631,15
8516,2
28606,1
34259,3
46679,8
16109,7
25925,0
5209,0
58571,3
52877,17
39546,11
25119,2
57539,12
38494,0
20037,3
44572,9
57959,17
4787,3
52417,16
39926,2
58911,21
24497,0
11770,0
41000,3
42685,0
55632,1
13027,1
27212,0
43757,6
22760,0
16555,0
8976,1
7102,2
34605,5
50340,0
55400,19
8378,0
30097,4
2642,1
43565,2
28854,0
13215,1
27020,3
7330,9
49863,4
16767,2
31979,1
50172,1
28068,5
23480,23
44740,1
5467,1
20205,0
14030,0
36360,21
57357,5
33612,10
41232,1
11542,0
25777,0
2226,3
43101,8
18299,0
27444,0
26596,1
55064,14
34053,3
46473,4
7754,1
55858,18
35181,2
15586,0
36704,8
5003,3
53393,0
11126,3
25313,4
57733,14
40784,11
36536,2
58549,7
14666,0
44116,8
5231,0
25121,2
33044,0
57501,9
13443,0
2014,0
43333,2
49609,1
31713,6
12591,0
55256,19
18897,15
34261,0
2828,1
22304,1
16131,0
46641,8
7566,0
19945,2
54142,1
26562,1
55090,29
42027,1
3300,1
17225,7
6672,1
47555,1
46487,4
51430,0
15572,0
21747,1
4125,0
45202,4
37622,0
32350,4
4919,0
10000,3
4317,0
45030,4
15740,1
52087,0
21575,13
37410,2
56427,30
40542,4
27682,2
9408,7
30635,0
42215,0
3132,0
34295,0
18863,0
6440,1
17017,1
51602,3
7592,1
53531,5
44586,3
37074,2
4773,3
21111,0
40126,3
24463,1
10656,0
56043,14
11784,0
32506,9
42671,0
3556,1
26334,4
12101,0
54714,25
30251,11
22794,0
8982,1
51266,12
6024,0
47303,2
26106,0
12333,3
3764,0
30063,4
48179,2
54526,1
18609,0
35511,11
49897,4
16793,0
51054,5
17641,20
23474,23
48945,6
6216,0
47131,2
37246,1
5493,0
15116,3
59239,4
21323,7
36394,13
4541,0
24651,2
10464,0
40314,9
56271,5
25783,0
27649,0
16932,0
49636,3
19146,0
55269,19
2817,1
7559,0
25922,0
36509,2
58576,0
14659,3
33847,1
39541,5
38493,0
44915,0
59696,5
11925,1
58744,0
41669,1
11119,0
5800,0
33249,0
2219,1
34850,1
54189,5
8723,0
22935,4
28433,4
55867,18
22109,1
5458,3
58320,13
57368,5
14833,12
25748,12
46814,3
49060,1
50971,5
16758,2
31946,1
34408,0
8175,1
7901,0
13018,1
48380,3
8949,3
13824,20
28265,8
20008,0
57966,17
37883,13
56088,14
39125,3
37279,0
15129,3
45659,5
38231,7
15915,0
11589,0
26139,3
51857,0
49094,19
2689,0
9261,0
50985,5
54519,1
18636,0
26905,0
29171,3
22599,0
6229,0
3569,9
8181,0
18404,1
6827,9
48374,0
9053,1
51259,12
29343,0
12902,1
28291,7
23679,1
40925,3
36199,0
59034,1
38003,4
40119,0
10669,0
37877,13
21912,25
32539,8
48710,6
17814,1
3931,0
29727,2
35378,1
4328,0
20498,2
56418,5
52884,17
38467,10
21778,12
59662,17
10803,0
53358,12
4926,0
38655,1
48522,15
23813,11
19380,5
12768,0
34098,0
54941,0
55893,18
42824,5
14462,1
36732,3
57705,29
33240,0
32392,0
41660,0
11110,0
12795,0
2210,0
43137,8
34859,1
27472,5
22100,0
50520,5
34065,15
31725,6
8518,2
26792,0
55260,19
13475,1
27640,1
43305,0
22332,0
16107,7
46677,8
7550,0
34257,3
50712,5
28608,1
15782,5
52045,0
40580,0
33072,0
25117,2
52879,17
41452,1
27224,15
30293,0
3594,1
7908,0
34633,1
50376,1
9892,3
8940,0
36164,0
39910,1
20001,0
44544,9
11746,0
25573,1
41036,4
57153,0
4583,2
5451,3
37284,0
20233,0
58329,11
14006,0
25741,10
57361,5
33624,10
50978,5
2674,0
43553,20
13223,3
27016,3
55436,14
49069,2
31173,0
17683,1
34401,0
46021,0
7306,15
22564,2
16751,2
54722,25
30267,7
43795,6
42647,0
12137,0
6012,0
9866,0
17445,4
50382,3
28298,7
4745,0
15312,9
38836,15
53507,5
5697,1
56075,14
25587,25
32530,8
40110,3
24455,1
10660,3
15120,3
21315,7
4577,1
44782,1
53735,1
11580,0
56247,16
57395,5
40322,1
38238,7
9268,0
2680,0
30055,4
28896,5
54510,2
12305,0
29944,4
3752,0
31187,22
17677,1
30869,0
6220,0
29178,3
4113,1
45234,4
40746,20
32366,4
26554,1
3336,0
54174,6
27486,5
35143,2
51406,0
34091,0
54948,0
6644,1
47563,1
42223,0
3104,0
55294,14
13481,1
30603,3
46683,8
19987,0
18855,0
6476,0
20491,2
4321,0
45006,4
59459,6
21543,2
40574,0
33086,1
10204,2
50947,3
19726,0
55409,14
46822,1
51895,10
3799,0
23489,1
28061,5
36369,21
44749,1
58316,13
14805,2
56882,1
41009,3
39113,0
58918,21
2479,0
7937,0
19514,10
13812,0
28253,8
50349,0
22769,0
33871,4
58540,7
5238,11
25914,3
21588,0
53994,2
57508,9
52846,6
8527,9
49600,1
19170,0
16138,0
28637,1
19342,0
13678,1
18290,0
43934,1
28405,7
54983,16
11913,9
5836,0
39745,3
33885,4
37419,2
45039,4
15749,3
38451,2
39583,1
19184,0
18056,10
48726,6
17822,1
3907,3
6449,11
35940,3
3309,1
23825,11
48514,0
9633,0
34892,2
51439,0
42812,5
29523,4
10835,0
10009,0
38663,1
40779,11
32359,4
4910,0
43598,0
48170,10
9257,0
18600,1
8385,0
17648,11
30856,0
47138,2
26933,0
31984,2
29147,0
59230,4
4548,1
1806,9
15923,2
56278,5
24658,13
38207,7
21118,0
59002,8
53538,5
36993,2
21924,25
38035,4
57198,0
18432,2
6811,1
48342,6
9065,0
30258,1
42678,0
49290,13
12108,0
9859,0
12934,0
3103,0
42224,0
9439,2
30604,3
54341,13
13486,0
19980,0
46684,8
51633,4
29729,2
23213,0
17026,11
18852,0
6471,0
37421,2
20496,10
21544,2
15771,5
45001,4
4326,0
10203,2
24036,0
1654,1
38469,10
40573,0
56416,5
37613,0
45233,4
15543,1
40741,11
10031,0
24204,3
56624,29
4928,0
41693,16
32361,4
12766,0
26553,1
27481,5
54173,6
51401,0
47564,1
34096,0
6643,1
17214,7
45657,5
4570,1
21312,7
15127,3
53732,1
44785,1
11587,0
56240,16
40325,1
57392,5
10455,0
24660,13
54517,1
18638,0
28891,5
48148,10
2687,0
30052,4
3755,0
31180,3
47100,1
6227,0
17670,1
22597,0
6829,1
12130,0
26305,0
3567,1
42640,0
23677,9
17442,4
50385,3
6015,0
51257,12
21120,0
15315,1
4742,1
5690,1
32537,8
37879,13
24452,1
36351,21
14001,0
20234,0
5456,3
37283,0
44771,1
25746,12
39319,3
24694,0
27011,3
28865,0
2673,2
31174,0
8349,0
55431,14
34406,0
28059,5
48980,6
31948,1
51091,26
22563,2
7301,0
46026,6
30294,0
3593,1
34634,1
7133,3
8947,3
52426,16
39917,2
5664,0
20006,0
41031,4
56086,14
11741,0
10693,0
57154,0
58920,22
19148,0
55267,19
26795,0
31722,6
43302,15
2025,0
13472,15
7557,3
35382,1
16100,7
6485,0
34250,3
14657,3
33849,1
15785,5
52042,0
36507,2
57530,1
33075,0
40587,0
41455,9
44315,3
21782,12
59698,5
33247,0
57702,29
25322,4
41667,1
32395,0
55055,14
12792,0
27475,5
13640,1
43130,8
2217,13
16332,0
55869,18
46442,4
47590,1
34062,15
50527,5
59005,8
56871,1
44588,0
32508,9
59839,8
36994,2
38032,4
48345,6
18435,22
6816,1
3558,1
23648,0
12933,0
54528,1
9250,0
48177,10
8382,0
50188,2
30851,0
28092,5
49899,4
29140,7
45668,8
15118,3
59237,4
15924,2
38200,7
42029,1
12759,3
35947,0
18263,0
9634,0
23822,11
29524,4
42815,5
54970,26
53369,2
10832,0
38664,1
4917,0
24835,1
33882,4
59461,6
52089,0
4319,0
38456,2
56429,30
45802,1
17825,9
48721,6
18051,10
3900,0
17019,1
49435,1
8712,7
26598,1
19345,10
18297,0
34861,1
22138,1
55856,18
6688,0
54984,16
50518,5
28402,7
43933,1
11914,9
15588,0
33278,3
5831,0
11128,3
44118,8
58547,7
14668,0
33876,4
25913,3
44924,3
39570,1
32198,0
52841,6
19177,0
55258,19
16903,0
8520,2
27678,2
7568,0
2826,1
28630,3
41832,1
4789,0
20039,3
58123,6
24499,0
20805,11
9096,1
43759,6
7930,0
19513,10
8144,4
13815,0
29988,4
8376,2
46825,1
19721,0
34439,0
27812,12
28066,5
16769,2
46019,0
58311,13
25779,0
39326,3
57934,9
40983,0
58140,6
59092,5
21188,11
57108,0
20866,9
39177,0
25528,0
7953,0
12198,0
19570,0
6881,0
46248,0
16538,0
28237,8
31128,15
8315,0
46846,9
18690,5
47994,4
43508,15
31914,2
35588,9
28005,5
52648,2
14861,7
38297,10
39345,0
27429,0
48584,6
8771,9
19326,0
55009,14
23089,3
43950,1
28461,3
42882,2
7739,20
55835,36
11977,9
36769,4
4980,3
39721,0
5852,2
37489,4
33815,3
58524,2
52822,6
39513,2
11379,0
45895,4
44947,1
33029,0
9491,2
16960,7
2845,0
19928,11
22369,3
29781,3
3997,11
18200,0
9657,0
23841,1
43198,4
48570,6
8785,0
54913,0
47538,1
17248,0
28495,3
29547,0
35118,6
4148,1
59630,17
56678,4
4974,0
38607,0
24258,1
53138,1
57598,14
1608,3
38435,2
9465,0
48742,6
12508,1
3963,0
40977,0
15349,26
59066,5
56812,0
38051,4
21940,2
26359,0
19584,0
9001,1
48326,2
18456,8
6875,15
13882,0
6049,0
51805,5
55499,14
48114,12
51039,5
26957,0
27885,0
30832,3
1862,0
59254,4
15947,21
32759,0
48789,6
30693,1
2046,0
13411,0
23284,4
50776,9
34233,0
7534,0
19917,2
46613,1
45096,5
36564,8
5263,2
44144,8
20401,12
41436,1
25173,2
56481,18
11346,3
10294,1
57553,14
44978,4
33016,0
4183,1
11948,1
36756,4
58729,0
44376,0
11174,0
33224,0
57761,28
24293,13
27416,3
43153,4
42081,10
22958,1
49469,1
19319,2
55036,14
50544,5
17283,0
22164,1
7706,0
14062,0
20257,0
5435,0
44712,11
36332,13
21385,3
52677,4
57305,1
11510,1
41260,10
12395,13
46879,13
13247,3
28806,0
43537,0
2610,1
16735,11
49831,11
22500,1
7362,0
46045,6
47197,9
34465,2
8118,12
13075,1
35785,1
46277,15
16507,3
8924,12
50312,21
13849,0
44520,9
53597,4
20065,12
39974,1
15382,11
52445,16
40180,7
59891,0
11722,0
53751,3
45634,5
4513,1
52683,4
15144,0
10436,0
24603,0
56223,16
3736,20
42411,5
12361,0
26154,3
27086,1
54574,0
35543,9
7396,1
47163,12
17613,0
12153,0
26366,0
42623,6
48319,6
30203,2
13081,1
18469,8
46283,0
23614,8
9802,0
17421,4
47351,2
6076,0
53563,4
20091,0
21143,0
15376,1
39980,1
45406,1
4721,0
33486,15
40174,7
32554,1
56011,14
43395,10
17879,5
26702,1
8588,0
3160,1
23270,4
28698,0
17045,9
18831,12
6412,1
51650,4
16197,0
36590,0
4345,1
24869,31
53107,6
25187,2
56475,18
10260,3
1637,1
40510,4
45250,4
21715,1
15520,1
44382,8
11180,4
56647,0
38638,0
5899,1
24267,0
54110,1
2280,0
3352,0
42075,10
6620,1
17277,0
42849,2
22190,1
35127,6
29918,4
48113,12
26950,0
46089,1
29124,1
30835,0
27882,0
1865,0
21349,7
59253,4
14892,2
15940,12
40970,1
56815,0
4719,0
59061,0
52489,5
20895,1
56029,14
21947,2
39184,0
19583,0
29316,2
12957,1
47369,2
13885,0
17419,4
25983,8
59405,0
45866,1
38432,2
40528,4
18035,2
48745,6
9462,0
17841,1
16993,12
49697,21
23248,1
3964,0
51668,7
29772,0
48577,6
23846,1
18207,20
35923,2
26508,3
8782,0
22994,16
28492,0
50588,5
6618,0
42871,2
15518,1
59637,17
45268,4
10856,0
38600,0
25977,8
4389,0
58523,22
39514,2
52825,6
44940,1
13429,0
43359,1
9496,2
19113,0
28654,20
2842,0
3990,0
29786,0
48583,6
30499,5
19321,0
8776,0
43957,9
34039,0
55832,16
16369,3
42885,2
5069,4
39726,0
25379,5
4987,15
19745,0
26198,8
46841,1
8312,2
49035,6
2628,1
18697,5
31913,2
28002,5
27876,0
6288,11
58375,0
1891,0
38290,0
14866,10
41258,10
39342,1
58147,13
44518,9
59095,5
20861,10
39170,0
32598,0
8120,12
7954,0
27278,0
6886,0
7168,0
13871,0
28230,8
15527,0
59608,17
21712,4
4170,1
44385,8
37677,2
53332,5
32305,4
57792,19
2287,0
48548,12
54117,1
18238,0
26537,1
42072,10
31580,0
23045,3
6627,1
22197,1
51465,15
42240,0
26705,1
12530,0
18836,12
6415,1
47732,2
2889,1
17042,1
51657,4
16190,0
35312,6
4342,1
21520,2
53100,6
5290,1
56472,18
40517,4
24052,0
10267,1
42624,6
3503,9
26361,0
12154,3
54741,1
9039,1
30204,2
46284,0
12968,1
6071,0
47356,2
9805,0
17426,4
23613,8
20096,0
53564,4
4726,0
45401,1
39987,1
15371,0
21144,0
40173,7
33481,12
56016,14
32553,1
59862,29
21978,2
14091,0
53756,2
21376,0
4514,1
45633,5
24604,0
10431,0
26153,3
42416,0
29927,4
3731,0
30036,4
27081,1
7391,1
51001,5
17614,0
48910,6
34496,0
6243,0
47164,12
49238,20
13072,1
43702,0
22735,1
8923,12
46270,0
7157,0
35782,1
34650,1
58178,2
53590,4
5600,1
15385,11
52442,16
39973,1
41869,9
40187,0
33475,12
57130,0
11725,0
44715,11
5432,0
20250,0
14065,0
52670,4
21382,3
36335,13
57302,1
33647,9
41267,10
11517,1
25722,12
55455,14
12392,13
31110,3
2617,0
43530,0
13240,0
54587,0
27075,1
46042,6
7365,1
16732,11
27849,0
52214,6
4184,1
36751,0
44371,0
39719,0
41603,0
11173,0
25346,5
57766,28
2273,0
13624,16
27411,16
55031,14
31574,0
8749,0
28459,3
46426,4
7701,0
22163,1
13416,0
27623,3
30694,1
43366,1
16958,7
55203,14
34234,0
23283,4
22351,0
7533,3
19910,2
36563,0
25948,23
45091,5
52026,0
20406,10
14633,0
44143,8
5264,2
56486,18
11341,3
25174,2
10293,9
57554,14
8586,0
42249,0
12539,0
18003,0
9454,0
30669,7
3952,0
16199,0
29744,4
28696,0
53109,6
5299,2
24867,12
59433,2
53935,2
44982,4
25189,2
45850,0
59601,17
4179,1
5897,1
24269,0
4945,0
35915,2
31589,0
23870,3
48541,12
18231,0
35129,6
42847,2
29576,1
17279,0
47509,5
59265,4
1853,0
15976,0
32768,0
39380,3
10438,3
9202,1
27088,0
18655,11
19787,0
30803,0
7398,1
26966,0
51008,5
29112,13
18467,8
